"name","symbol","cash_flow","income_statement","balance_sheet","profitability"
"ALARK","ALARK.IS","{""2020-12-31"": {""BCP"": 34645832, ""CIC"": -265088449, ""ECP"": 375385673, ""date"": ""2020-12-31"", ""CAPEX"": -51431907, ""CFFFA"": -265088449, ""CFFIA"": -148943467, ""CFFOA"": 420864893, ""EOERC"": 2209438}, ""2021-12-31"": {""BCP"": 375385673, ""CIC"": -106077055, ""ECP"": 840258586, ""date"": ""2021-12-31"", ""CAPEX"": -577016226, ""CFFFA"": -106077055, ""CFFIA"": -173854669, ""CFFOA"": 747291823, ""EOERC"": -48719}, ""2022-12-31"": {""BCP"": 840258586, ""CIC"": 952627791, ""ECP"": 5088979447, ""date"": ""2022-12-31"", ""CAPEX"": -199666919, ""CFFFA"": 952627791, ""CFFIA"": 22426422, ""CFFOA"": 2994098877, ""EOERC"": 193992583}, ""2023-12-31"": {""BCP"": 838525984, ""CIC"": 375643812, ""ECP"": 3273867142, ""date"": ""2022-12-31"", ""CAPEX"": -3208916987, ""CFFFA"": 375643812, ""CFFIA"": -4874559478, ""CFFOA"": 2753781522, ""EOERC"": -336625855}}","{""2020-12-31"": {""DA"": 37163733, ""GP"": 390118557, ""NI"": 905982938, ""OP"": 421615143, ""SM"": 7490073, ""SR"": 1032136.23, ""TP"": 42135538, ""GAA"": 22806609, ""PBT"": 948118476, ""COGS"": 642017673, ""EBIT"": 986006039, ""OPEX"": 133579425, ""date"": ""2020-12-31"", ""EBITDA"": 1023169772}, ""2021-12-31"": {""DA"": 49282845, ""GP"": 30231172, ""NI"": 1583676492, ""OP"": 453312098, ""SM"": 9853041, ""SR"": 2016553895, ""TP"": 51717513, ""GAA"": 30420.11, ""PBT"": 1531958979, ""COGS"": 1986322.723, ""EBIT"": 1566799.532, ""OPEX"": 148587.98, ""date"": ""2021-12-31"", ""EBITDA"": 1616082377}, ""2022-12-31"": {""DA"": 353676.73, ""GP"": 1659947.58, ""NI"": 16896369.74, ""OP"": 1992873.51, ""SM"": 42388.11, ""SR"": 12271876.78, ""TP"": -462670.06, ""GAA"": 268599.30, ""PBT"": 16433699.68, ""COGS"": 10611929.20, ""EBIT"": 16563650.49, ""OPEX"": 897392.41, ""date"": ""2022-12-31"", ""EBITDA"": 16917327.22}, ""2023-12-31"": {""DA"": 417463689, ""GP"": 688143.23, ""NI"": 6907066.47, ""OP"": 2656370.14, ""SM"": 59960.57, ""SR"": 8296228.10, ""TP"": -87972.38, ""GAA"": 272882.24, ""PBT"": 6819094.09, ""COGS"": 7608084.87, ""EBIT"": 7670540.69, ""OPEX"": 1553253.77, ""date"": ""2022-12-31"", ""EBITDA"": 8088004.38}}","{""2020-12-31"": {""CA"": 1665424739, ""CE"": 375385673, ""CL"": 749760605, ""CS"": 435000, ""FD"": 200361161, ""MI"": 58350236, ""ND"": ""--"", ""ON"": -101255818, ""RE"": 1757674836, ""TA"": 4093383761, ""TL"": 1207577088, ""TS"": 11261247, ""INV"": 113311333, ""LTD"": 78177344, ""NCA"": 2427959022, ""NCL"": 457816483, ""NWC"": 915664134, ""STD"": 95523052, ""TSE"": 2885806673, ""CONW"": ""--"", ""OSTI"": 737057331}, ""2021-12-31"": {""CA"": 2433953798, ""CE"": 840258586, ""CL"": 2126349263, ""CS"": 435000, ""FD"": 216920919, ""MI"": 867439308, ""ND"": ""--"", ""ON"": -861485948, ""RE"": 2928180665, ""TA"": 7131820762, ""TL"": 2573279881, ""TS"": 10118711, ""INV"": 278722504, ""LTD"": 26044381, ""NCA"": 4697866964, ""NCL"": 446930618, ""NWC"": 1011871, ""STD"": 156025333, ""TSE"": 4558540881, ""CONW"": -760230130, ""OSTI"": 484857230}, ""2022-12-31"": {""CA"": 14786673218, ""CE"": 8384447767, ""CL"": 12322880517, ""CS"": 435000, ""FD"": 2792249428, ""MI"": 2683714519, ""ND"": ""--"", ""ON"": -4571422746, ""RE"": 29228421997, ""TA"": 51831923975, ""TL"": 14143549916, ""TS"": 289076499, ""INV"": 1573259909, ""LTD"": 186928083, ""NCA"": 37045250757, ""NCL"": 1820669399, ""NWC"": 2463792701, ""STD"": 2537775894, ""TSE"": 37688374059, ""CONW"": -3709936798, ""OSTI"": 1188543574}, ""2023-12-31"": {""CA"": 15705122361, ""CE"": 327308456, ""CL"": 13165434202, ""CS"": 435000, ""FD"": 5687784095, ""MI"": 2948340234, ""ND"": ""--"", ""ON"": -2089911054, ""RE"": 35308480542, ""TA"": 59358898142, ""TL"": 15411554355, ""TS"": 60189646, ""INV"": 1104059909, ""LTD"": 516018527, ""NCA"": 43653775781, ""NCL"": 2246120153, ""NWC"": 2539688159, ""STD"": 5096349613, ""TSE"": 43947343787, ""CONW"": 2481511692, ""OSTI"": 6452864266}}","{""2022"": {""GP"": 1659947579, ""NI"": 16706224701, ""OI"": 762555168, ""TR"": 12271876777, ""EBIT"": 16563650493, ""FCFF"": 20739824789, ""date"": ""2022"", ""NOPAT"": 17026320555, ""EBITDA"": 16917327218}, ""2023"": {""GP"": 688143227, ""NI"": 6625321160, ""OI"": -865110543, ""TR"": 8296228097, ""EBIT"": 7670540689, ""FCFF"": 2485548081, ""date"": ""2023"", ""NOPAT"": 7758513071, ""EBITDA"": 8088004378}, ""Change"": {""GP"": -58.54, ""NI"": -60.34, ""OI"": -213.45, ""TR"": -32.4, ""EBIT"": -53.69, ""FCFF"": -88.0, ""date"": ""Change"", ""NOPAT"": -54.432, ""EBITDA"": -52.19}}"
"ARCLK","ARCLK.IS","{""2020-12-31"": {""BCP"": 6922938, ""CIC"": 3791784, ""ECP"": 11988227, ""date"": ""2020-12-31"", ""CAPEX"": -1735316, ""CFFFA"": -1307361, ""CFFIA"": -1321760, ""CFFOA"": 6420905, ""EOERC"": 1273505}, ""2021-12-31"": {""BCP"": 11988227, ""CIC"": -653789, ""ECP"": 16011915, ""date"": ""2021-12-31"", ""CAPEX"": -2515344, ""CFFFA"": 4802358, ""CFFIA"": -4383598, ""CFFOA"": -1072549, ""EOERC"": 4677477}, ""2022-12-31"": {""BCP"": 43433634, ""CIC"": -3097948, ""ECP"": 40333129, ""date"": ""2022-12-31"", ""CAPEX"": -10672132, ""CFFFA"": 7594340, ""CFFIA"": -7795061, ""CFFOA"": -2897227, ""EOERC"": 7448461}, ""2023-12-31"": {""BCP"": 40333129, ""CIC"": 8486914, ""ECP"": 48776577, ""date"": ""2023-12-31"", ""CAPEX"": -13791159, ""CFFFA"": 31543078, ""CFFIA"": -14414301, ""CFFOA"": -8641863, ""EOERC"": 10837856}}","{""2020-12-31"": {""DA"": 1221994, ""GP"": 13806373, ""NI"": 2878989, ""OP"": 4852296, ""SM"": 7469259, ""SR"": 40872483, ""TP"": 618916, ""GAA"": 2175948, ""PBT"": 3497905, ""COGS"": 27066110, ""EBIT"": 5024919, ""OPEX"": 9620708, ""date"": ""2020-12-31"", ""EBITDA"": 6246913}, ""2021-12-31"": {""DA"": 1845682, ""GP"": 20478345, ""NI"": 3251009, ""OP"": 7020144, ""SM"": 11919993, ""SR"": 68184437, ""TP"": 371605, ""GAA"": 3106770, ""PBT"": 3622614, ""COGS"": 47706092, ""EBIT"": 5708959, ""OPEX"": 15425769, ""date"": ""2021-12-31"", ""EBITDA"": 7554641}, ""2022-12-31"": {""DA"": 8062820, ""GP"": 68670518, ""NI"": 7008172, ""OP"": 9401432, ""SM"": 46552279, ""SR"": 257172030, ""TP"": 230989, ""GAA"": 12099488, ""PBT"": 7239161, ""COGS"": 188501512, ""EBIT"": 15495203, ""OPEX"": 60307547, ""date"": ""2022-12-31"", ""EBITDA"": 23558023}, ""2023-12-31"": {""DA"": 8715056, ""GP"": 75377993, ""NI"": 8395410, ""OP"": 10157657, ""SM"": 47038860, ""SR"": 257103739, ""TP"": -1236952, ""GAA"": 14779434, ""PBT"": 7158458, ""COGS"": 181725746, ""EBIT"": 15617099, ""OPEX"": 63964704, ""date"": ""2023-12-31"", ""EBITDA"": 24332155}}","{""2020-12-31"": {""CA"": 33060849, ""CE"": 12002246, ""CL"": 23826916, ""CS"": 675728, ""FD"": 17075225, ""MI"": 203801, ""ND"": 4156044, ""ON"": 7261521, ""RE"": 8287737, ""TA"": 46549044, ""TL"": 32525198, ""TS"": ""--"", ""INV"": 7095622, ""LTD"": 6128456, ""NCA"": 13488195, ""NCL"": 8698282, ""NWC"": 9233933, ""STD"": 10029834, ""TSE"": 14023846, ""CONW"": ""--"", ""OSTI"": ""--""}, ""2021-12-31"": {""CA"": 59594808, ""CE"": 16014589, ""CL"": 40501624, ""CS"": 675728, ""FD"": 32579499, ""MI"": 1671732, ""ND"": 15130288, ""ON"": 15792437, ""RE"": 8490524, ""TA"": 85078606, ""TL"": 64023391, ""TS"": 1215266, ""INV"": 16828699, ""LTD"": 18431035, ""NCA"": 25483798, ""NCL"": 23521767, ""NWC"": 19093184, ""STD"": 12713842, ""TSE"": 21055215, ""CONW"": 8530916, ""OSTI"": ""--""}, ""2022-12-31"": {""CA"": 153998056, ""CE"": 40417510, ""CL"": 130880266, ""CS"": 675728, ""FD"": 84757777, ""MI"": 5250181, ""ND"": 40560956, ""ON"": 39760652, ""RE"": 13433618, ""TA"": 232422279, ""TL"": 174382869, ""TS"": 7980782, ""INV"": 50870483, ""LTD"": 23918094, ""NCA"": 78424223, ""NCL"": 43502603, ""NWC"": 23117790, ""STD"": 57060372, ""TSE"": 58039410, ""CONW"": 23968215, ""OSTI"": ""--""}, ""2023-12-31"": {""CA"": 171321937, ""CE"": 48791778, ""CL"": 137801099, ""CS"": 675728, ""FD"": 101909543, ""MI"": 6393435, ""ND"": 49306676, ""ON"": 41228992, ""RE"": 19123179, ""TA"": 258137907, ""TL"": 198574568, ""TS"": 7980782, ""INV"": 47448681, ""LTD"": 41598522, ""NCA"": 86815970, ""NCL"": 60773469, ""NWC"": 33520838, ""STD"": 56499932, ""TSE"": 59563339, ""CONW"": 1468340, ""OSTI"": ""--""}}","{""2022"": {""GP"": 68670518, ""NI"": 6285498, ""OI"": 8362971, ""TR"": 257172030, ""EBIT"": 15495203, ""FCFF"": -11313313, ""date"": ""2022"", ""NOPAT"": 15264214, ""EBITDA"": 23558023}, ""2023"": {""GP"": 75377993, ""NI"": 7667336, ""OI"": 11413289, ""TR"": 257103739, ""EBIT"": 15617099, ""FCFF"": 10309608, ""date"": ""2023"", ""NOPAT"": 16854051, ""EBITDA"": 24332155}, ""Change"": {""GP"": 9.77, ""NI"": 21.98, ""OI"": 36.47, ""TR"": -0.03, ""EBIT"": 0.79, ""FCFF"": -191.1, ""date"": ""Change"", ""NOPAT"": 10.42, ""EBITDA"": 3.29}}"
"ASELS","ASELS.IS","{""2020-12-31"": {""BCP"": 3513403, ""CIC"": 459411, ""ECP"": 4078756, ""date"": ""2020-12-31"", ""CAPEX"": -2080789, ""CFFFA"": 742088, ""CFFIA"": -2001277, ""CFFOA"": 1718600, ""EOERC"": 105942}, ""2021-12-31"": {""BCP"": 4078756, ""CIC"": -1827694, ""ECP"": 2491606, ""date"": ""2021-12-31"", ""CAPEX"": -3439341, ""CFFFA"": -754301, ""CFFIA"": -3505944, ""CFFOA"": 2432551, ""EOERC"": 240544}, ""2022-12-31"": {""BCP"": 6744074, ""CIC"": 4985778, ""ECP"": 9367529, ""date"": ""2022-12-31"", ""CAPEX"": -12168610, ""CFFFA"": 4796119, ""CFFIA"": -11854816, ""CFFOA"": 12044475, ""EOERC"": -2362323}, ""2023-12-31"": {""BCP"": 9367529, ""CIC"": 844523, ""ECP"": 6601077, ""date"": ""2023-12-31"", ""CAPEX"": -12447567, ""CFFFA"": 4151264, ""CFFIA"": -11681605, ""CFFOA"": 8374864, ""EOERC"": -3610975}}","{""2020-12-31"": {""DA"": 285498, ""GP"": 4605015, ""NI"": 4461266, ""OP"": 5276389, ""SM"": 222644, ""SR"": 16104455, ""TP"": 423885, ""GAA"": 61645, ""PBT"": 4885151, ""COGS"": 11499440, ""EBIT"": 5075569, ""OPEX"": 968701, ""EBITDA"": 5361067}, ""2021-12-31"": {""DA"": 432191, ""GP"": 6648911, ""NI"": 7127341, ""OP"": 9418168, ""SM"": 587737, ""SR"": 20138953, ""TP"": 69082, ""GAA"": 97669, ""PBT"": 7196423, ""COGS"": 13490042, ""EBIT"": 7616196, ""OPEX"": 1550915, ""EBITDA"": 8048387}, ""2022-12-31"": {""DA"": 2445831, ""GP"": 17833262, ""NI"": 1189309, ""OP"": 17957213, ""SM"": 1302159, ""SR"": 66860171, ""TP"": -2101534, ""GAA"": 371847, ""PBT"": -912225, ""COGS"": 49026909, ""EBIT"": 1123760, ""OPEX"": 6185770, ""EBITDA"": 3569591}, ""2023-12-31"": {""DA"": 3402164, ""GP"": 20105180, ""NI"": 7374265, ""OP"": 24973743, ""SM"": 1079312, ""SR"": 73592774, ""TP"": -164634, ""GAA"": 587246, ""PBT"": 7209631, ""COGS"": 53487594, ""EBIT"": 10306829, ""OPEX"": 7595704, ""EBITDA"": 13708993}}","{""2020-12-31"": {""CA"": 19594261, ""CE"": 4081654, ""CL"": 12319765, ""CS"": 2280000, ""FD"": 3922672, ""MI"": 216342, ""ND"": 14325, ""ON"": 6181953, ""RE"": 10980962, ""TA"": 34094229, ""TL"": 15996126, ""TS"": ""--"", ""INV"": 5532703, ""LTD"": 883448, ""NCA"": 14499968, ""NCL"": 3676361, ""NWC"": 7274496, ""STD"": 3007025, ""TSE"": 18098103, ""CONW"": ""--"", ""OSTI"": 17914}, ""2021-12-31"": {""CA"": 23175142, ""CE"": 2492096, ""CL"": 16749927, ""CS"": 2280000, ""FD"": 5419597, ""MI"": 271768, ""ND"": 2910854, ""ON"": 9003307, ""RE"": 17481555, ""TA"": 46413298, ""TL"": 20578088, ""TS"": ""--"", ""INV"": 7638954, ""LTD"": 332762, ""NCA"": 23238156, ""NCL"": 3828161, ""NWC"": 6425215, ""STD"": 5070188, ""TSE"": 25835210, ""CONW"": 2821354, ""OSTI"": ""--""}, ""2022-12-31"": {""CA"": 38299445, ""CE"": 5686996, ""CL"": 29651397, ""CS"": 2280000, ""FD"": 10841184, ""MI"": 223987, ""ND"": 5146625, ""ON"": 12724990, ""RE"": 28867480, ""TA"": 76043841, ""TL"": 36182872, ""TS"": ""--"", ""INV"": 12592653, ""LTD"": 1069683, ""NCA"": 37744396, ""NCL"": 6531475, ""NWC"": 8648048, ""STD"": 9763938, ""TSE"": 39860969, ""CONW"": 3721683, ""OSTI"": ""--""}, ""2023-12-31"": {""CA"": 72883922, ""CE"": 6610029, ""CL"": 50178593, ""CS"": 4560000, ""FD"": 19973236, ""MI"": 1069345, ""ND"": 13327885, ""ON"": 34903612, ""RE"": 47104308, ""TA"": 150577885, ""TL"": 62197507, ""TS"": ""--"", ""INV"": 32176371, ""LTD"": 1129602, ""NCA"": 77693963, ""NCL"": 12018914, ""NWC"": 22705329, ""STD"": 18808312, ""TSE"": 88380378, ""CONW"": 22178622, ""OSTI"": ""--""}}","{""2022"": {""GP"": 17833262, ""NI"": 1281963, ""OI"": 11647492, ""TR"": 66860171, ""EBIT"": 1123760, ""FCFF"": ""--"", ""date"": ""2022"", ""NOPAT"": 3225294, ""EBITDA"": 3569591}, ""2023"": {""GP"": 20105180, ""NI"": 7290475, ""OI"": 12509476, ""TR"": 73592774, ""EBIT"": 10306829, ""FCFF"": ""--"", ""date"": ""2023"", ""NOPAT"": 10471463, ""EBITDA"": 13708993}, ""Change"": {""GP"": 12.74, ""NI"": 468.7, ""OI"": 7.4, ""TR"": 10.07, ""EBIT"": 817.17, ""FCFF"": ""--"", ""date"": ""Change"", ""NOPAT"": 224.67, ""EBITDA"": 284.05}}"
"ASTOR","ASTOR.IS","{""2020-12-31"": {""BCP"": 94004816, ""CIC"": 13069253, ""ECP"": 224697347, ""date"": ""2020-12-31"", ""CAPEX"": -148104361, ""CFFFA"": 285237098, ""CFFIA"": -145487, ""CFFOA"": -905757, ""EOERC"": ""--""}, ""2021-12-31"": {""BCP"": 224697347, ""CIC"": 6839894, ""ECP"": 293096282, ""date"": ""2021-12-31"", ""CAPEX"": -193169992, ""CFFFA"": 488916474, ""CFFIA"": -185944925, ""CFFOA"": -234572614, ""EOERC"": ""--""}, ""2022-12-31"": {""BCP"": 793354301, ""CIC"": -55754865, ""ECP"": 235805647, ""date"": ""2022-12-31"", ""CAPEX"": -404755010, ""CFFFA"": -85766027, ""CFFIA"": -312938898, ""CFFOA"": 613050514, ""EOERC"": ""--""}, ""2023-12-31"": {""BCP"": 235805647, ""CIC"": 144667632, ""ECP"": 1682481963, ""date"": ""2023-12-31"", ""CAPEX"": -1840120203, ""CFFFA"": 481498522, ""CFFIA"": -2034351493, ""CFFOA"": 2999529287, ""EOERC"": ""--""}}","{""2020-12-31"": {""DA"": 56715331, ""GP"": 425454805, ""NI"": 225585436, ""OP"": 374009192, ""SM"": 40659362, ""SR"": 1448766348, ""TP"": -966959, ""GAA"": 740519, ""PBT"": 224618477, ""COGS"": 1023311543, ""EBIT"": 272265960, ""OPEX"": 62625524, ""EBITDA"": 328981291}, ""2021-12-31"": {""DA"": 67565004, ""GP"": 884109560, ""NI"": 517681157, ""OP"": 1006310479, ""SM"": 56225765, ""SR"": 3154302309, ""TP"": 37415289, ""GAA"": 7405266, ""PBT"": 555096446, ""COGS"": 2270192749, ""EBIT"": 640478350, ""OPEX"": 129053651, ""EBITDA"": 708043354}, ""2022-12-31"": {""DA"": 131218299, ""GP"": 4185251821, ""NI"": 2040490155, ""OP"": 3674888130, ""SM"": 483278353, ""SR"": 13783507804, ""TP"": 242559614, ""GAA"": 46954687, ""PBT"": 2283049769, ""COGS"": 9598255983, ""EBIT"": 3148162647, ""OPEX"": 450149633, ""EBITDA"": 3279380946}, ""2023-12-31"": {""DA"": 314584006, ""GP"": 6477354074, ""NI"": 4598326879, ""OP"": 5521999395, ""SM"": 578784935, ""SR"": 16914388252, ""TP"": 635883405, ""GAA"": 78717739, ""PBT"": 5234210284, ""COGS"": 10437034178, ""EBIT"": 5744046107, ""OPEX"": 935357757, ""EBITDA"": 6058630113}}","{""2020-12-31"": {""CA"": 1142626133, ""CE"": 224697347, ""CL"": 789604267, ""CS"": 192622306, ""FD"": 730693869, ""MI"": ""--"", ""ND"": 494282307, ""ON"": ""--"", ""RE"": 352274029, ""TA"": 1687523454, ""TL"": 1128864601, ""TS"": ""--"", ""INV"": 344535871, ""LTD"": 322955426, ""NCA"": 544897321, ""NCL"": 339260334, ""NWC"": ""353021866"", ""STD"": 396024228, ""TSE"": 558658853, ""CONW"": ""--"", ""OSTI"": ""--""}, ""2021-12-31"": {""CA"": 2498897647, ""CE"": 293096282, ""CL"": 1827581702, ""CS"": 850000, ""FD"": 1270383615, ""MI"": ""--"", ""ND"": 961630854, ""ON"": 1393472021, ""RE"": 196934346, ""TA"": 3184958865, ""TL"": 2086383526, ""TS"": ""--"", ""INV"": 551630889, ""LTD"": 239554327, ""NCA"": 686061218, ""NCL"": 258801824, ""NWC"": 671315945, ""STD"": 1016381746, ""TSE"": 1098575339, ""CONW"": ""--"", ""OSTI"": 1129388}, ""2022-12-31"": {""CA"": 8528322665, ""CE"": 235805647, ""CL"": 4829626863, ""CS"": 850000, ""FD"": 2118224938, ""MI"": ""--"", ""ND"": 1861035639, ""ON"": 4693918539, ""RE"": 4055760256, ""TA"": 11810564733, ""TL"": 5125537327, ""TS"": ""--"", ""INV"": 2129119803, ""LTD"": 252848601, ""NCA"": 3282242068, ""NCL"": 295910464, ""NWC"": 3698695802, ""STD"": 1843992685, ""TSE"": 6685027406, ""CONW"": 3300446518, ""OSTI"": 612964301}, ""2023-12-31"": {""CA"": 13034364802, ""CE"": 1682481963, ""CL"": 6401232005, ""CS"": 998000, ""FD"": 1147175365, ""MI"": ""--"", ""ND"": ""--"", ""ON"": 4604121433, ""RE"": 7667993586, ""TA"": 18753848694, ""TL"": 6515034572, ""TS"": ""--"", ""INV"": 1512236478, ""LTD"": 83945275, ""NCA"": 5719483892, ""NCL"": 113802567, ""NWC"": 6633132797, ""STD"": 1053374356, ""TSE"": 12238814122, ""CONW"": -89797106, ""OSTI"": 1399903757}}","{""2022"": {""GP"": 4185251821, ""NI"": 2040490155, ""OI"": 3735102188, ""TR"": 13783507804, ""EBIT"": 3148162647, ""FCFF"": -668380196, ""date"": ""2022"", ""NOPAT"": 2905603033, ""EBITDA"": 3279380946}, ""2023"": {""GP"": 6477354074, ""NI"": 4598326879, ""OI"": 5541996317, ""TR"": 16914388252, ""EBIT"": 5744046107, ""FCFF"": 3672423611, ""date"": ""2023"", ""NOPAT"": 5108162702, ""EBITDA"": 6058630113}, ""Change"": {""GP"": 54.77, ""NI"": 125.35, ""OI"": 48.38, ""TR"": 22.71, ""EBIT"": 82.46, ""FCFF"": -649.5, ""date"": ""Change"", ""NOPAT"": 75.8, ""EBITDA"": 84.75}}"
"BIMAS","BIMAS.IS","{""2020-12-31"": {""BCP"": ""1154508"", ""CIC"": ""-52502"", ""ECP"": ""1112404"", ""CAPEX"": ""-1298275"", ""CFFFA"": ""-1822137"", ""CFFIA"": ""-2974291"", ""CFFOA"": ""4743926"", ""EOERC"": ""10398""}, ""2021-12-31"": {""BCP"": ""1112404"", ""CIC"": ""410145"", ""ECP"": ""1496863"", ""CAPEX"": ""-2221737"", ""CFFFA"": ""-5374720"", ""CFFIA"": ""-45169"", ""CFFOA"": ""5830034"", ""EOERC"": ""-25686""}, ""2022-12-31"": {""BCP"": ""4051793"", ""CIC"": ""-397842"", ""ECP"": ""3584416"", ""CAPEX"": ""-8342307"", ""CFFFA"": ""-7560594"", ""CFFIA"": ""-9559311"", ""CFFOA"": ""16722063"", ""EOERC"": -69535}, ""2023-12-31"": {""BCP"": 3584416, ""CIC"": 163779, ""ECP"": 3606782, ""CAPEX"": -10514717, ""CFFFA"": -8225877, ""CFFIA"": -11640803, ""CFFOA"": 20030459, ""EOERC"": -141413}}","{""2020-12-31"": {""DA"": 1370073, ""GP"": 10119395, ""NI"": 2606815, ""OP"": 3785556, ""SM"": 566554, ""SR"": 55495364, ""TP"": 744843, ""GAA"": 618034, ""PBT"": 3351658, ""COGS"": 45375969, ""EBIT"": 4060104, ""OPEX"": 6317269, ""EBITDA"": 5430177}, ""2021-12-31"": {""DA"": 1802658, ""GP"": 13460030, ""NI"": 2950710, ""OP"": 4123282, ""SM"": 785334, ""SR"": 70698507, ""TP"": 958915, ""GAA"": 771294, ""PBT"": 3909625, ""COGS"": 57238477, ""EBIT"": 4715151, ""OPEX"": 9321281, ""EBITDA"": 6517809}, ""2022-12-31"": {""DA"": 8121830, ""GP"": 42070565, ""NI"": 16599432, ""OP"": 5801538, ""SM"": 3640755, ""SR"": 279252910, ""TP"": 2693600, ""GAA"": 4176514, ""PBT"": 19293032, ""COGS"": 237182345, ""EBIT"": 21377314, ""OPEX"": 35961155, ""EBITDA"": 29499144}, ""2023-12-31"": {""DA"": 10392339, ""GP"": 51682655, ""NI"": 15445289, ""OP"": 3960079, ""SM"": 3971427, ""SR"": 328441924, ""TP"": 6599323, ""GAA"": 4183134, ""PBT"": 22044612, ""COGS"": 276759269, ""EBIT"": 24426463, ""OPEX"": 46940913, ""EBITDA"": 34818802}}","{""2020-12-31"": {""CA"": 11135793, ""CE"": 1112693, ""CL"": 11020795, ""CS"": 607200, ""FD"": 6093306, ""MI"": ""--"", ""ND"": ""--"", ""ON"": -3530055, ""RE"": 4008471, ""TA"": 23430292, ""TL"": 16254605, ""TS"": 374708, ""INV"": 4228395, ""LTD"": ""--"", ""NCA"": 12294499, ""NCL"": 5233810, ""NWC"": 114998, ""STD"": 131421, ""TSE"": 7175687, ""CONW"": ""--"", ""OSTI"": 2663781}, ""2021-12-31"": {""CA"": 14011093, ""CE"": 1497058, ""CL"": 15864572, ""CS"": 607200, ""FD"": 814204, ""MI"": 203457, ""ND"": ""--"", ""ON"": -4740951, ""RE"": 3329611, ""TA"": 30412122, ""TL"": 22603050, ""TS"": 565177, ""INV"": 6692940, ""LTD"": ""--"", ""NCA"": 16401029, ""NCL"": 6738478, ""NWC"": -1853479, ""TSE"": 7809072, ""CONW"": -1210896, ""OSTI"": 1491589}, ""2022-12-31"": {""CA"": 46717906, ""CE"": 3594938, ""CL"": 47471057, ""CS"": 607200, ""FD"": 19625852, ""MI"": 558892, ""ND"": ""--"", ""ON"": -7663908, ""RE"": 37548577, ""TA"": 126100954, ""TL"": 67793605, ""TS"": 2155648, ""INV"": 24400577, ""LTD"": ""--"", ""NCA"": 79383048, ""NCL"": 20322548, ""NWC"": -753151, ""TSE"": 58307349, ""CONW"": -2922957, ""OSTI"": 3315819}, ""2023-12-31"": {""CA"": 54458958, ""CE"": 3606782, ""CL"": 54073990, ""CS"": 607200, ""FD"": 22337958, ""MI"": 629752, ""ND"": ""--"", ""ON"": -6603359, ""RE"": 49038068, ""TA"": 148132731, ""TL"": 78390996, ""TS"": 2319695, ""INV"": 27327716, ""LTD"": ""--"", ""NCA"": 93673773, ""NCL"": 24317006, ""NWC"": 384968, ""STD"": 101175, ""TSE"": 69741735, ""CONW"": 1060549, ""OSTI"": 3381545}}","{""2022"": {""GP"": 42070565, ""NI"": 16596239, ""OI"": 6109410, ""TR"": 279252910, ""EBIT"": 21377314, ""FCFF"": 21386194, ""date"": ""2022"", ""NOPAT"": 18683714, ""EBITDA"": 29499144}, ""2023"": {""GP"": 51682655, ""NI"": 15440733, ""OI"": 4741742, ""TR"": 328441924, ""EBIT"": 24426463, ""FCFF"": ""--"", ""date"": ""2023"", ""NOPAT"": 17827140, ""EBITDA"": 34818802}, ""Change"": {""GP"": 22.8, ""NI"": -7, ""OI"": -22.4, ""TR"": 17.6, ""EBIT"": 14.3, ""FCFF"": ""--"", ""date"": ""Change"", ""NOPAT"": -4.6, ""EBITDA"": 18}}"
